770
94	211
161	211
208	211
92	212
95	212
208	212
92	213
95	213
162	213
165	213
212	213
94	214
162	214
164	214
165	214
162	215
165	215
213	215
214	215
92	216
94	216
162	216
211	216
214	216
94	217
96	217
98	217
164	217
214	217
95	218
164	218
165	218
209	218
214	218
4	219
99	219
141	219
163	219
220	221
5	222
220	222
1	223
101	223
221	223
89	224
90	224
93	224
97	224
100	224
210	224
1	225
5	225
101	225
222	225
223	225
99	226
163	226
220	226
221	226
222	226
4	227
5	227
27	227
99	227
222	227
226	227
1	228
142	228
222	228
225	228
220	229
221	229
222	229
228	229
90	230
100	230
142	230
228	230
229	230
2	231
90	231
221	231
229	231
230	231
101	232
141	232
163	232
207	232
221	232
223	232
1	233
2	233
221	233
223	233
231	233
11	234
111	234
198	234
206	234
28	235
112	235
197	235
112	236
197	236
235	236
7	237
112	237
197	237
198	237
236	237
10	238
14	238
28	238
10	239
14	239
146	239
238	239
14	240
110	240
146	240
147	240
239	240
28	241
144	241
197	241
235	241
10	242
28	242
144	242
238	242
241	242
146	243
147	243
199	243
240	243
34	244
109	244
147	244
199	244
11	245
34	245
109	245
244	245
11	246
109	246
206	246
234	246
11	247
109	247
245	247
246	247
163	248
221	248
226	248
232	248
92	251
92	254
93	255
93	98
95	250
95	253
129	266
161	257
161	256
162	251
165	250
210	256
210	255
213	249
224	258
230	262
249	212
252	213
253	250
254	251
255	258
256	259
257	96
260	258
260	262
261	259
261	263
262	264
263	265
264	5
265	101
266	61
